0.100 1.767e3
0.126 1.296e3
0.158 9.502e2
0.200 6.991e2
0.251 5.140e2
0.316 3.764e2
0.398 2.763e2
0.501 2.188e2
0.631 1.444e2
0.794 1.022e2
1.000 7.161e1
1.259 4.958e1
1.585 3.395e1
1.995 2.281e1
2.512 1.516e1
3.162 1.002e1
3.981 6.580
5.012 4.295
6.310 2.807
7.943 1.819
10.0  1.153
15.0  4.893e-1
20.0  2.444e-1
25.0  1.472e-1
30.0  8.609e-2
35.0  5.931e-2
40.0  4.210e-2
45.0  3.067e-2
50.0  2.275e-2
55.0  1.699e-2
60.0  1.313e-2
65.0  1.046e-2
70.0  8.488e-3
75.0  6.976e-3
80.0  5.842e-3
85.0  4.953e-3
90.0  4.292e-3
95.0  3.782e-3
100.0 3.404e-3
105.0 3.116e-3
110.0 2.912e-3
115.0 2.797e-3
120.0 2.686e-3
125.0 2.571e-3
130.0 2.476e-3
135.0 2.377e-3
140.0 2.329e-3
145.0 2.313e-3
150.0 2.365e-3
155.0 2.506e-3
160.0 2.662e-3
165.0 2.835e-3
170.0 3.031e-3
175.0 3.092e-3
180.0 3.154e-3
